Year,Title,Gross
1988,Pelle the Conqueror,2053931
1988,The Moderns,2011497
1988,Vibes,1883811
1988,Stormy Monday,1791328
1988,Little Nikita,1733070
1988,Lady in White,1705139
1988,Vincent,1577480
1988,Another Woman,1562749
1988,A Handful of Dust,1560700
1988,Two Moon Junction,1547397
1988,Pascali's Island,1451857
1988,Midnight Crossing,1328001
1988,Patty Hearst,1223326
1988,Mr. North,1221366
1988,A Time of Destiny,1212487
1988,The Thin Blue Line,1209846
1988,The Lair of the White Worm,1189315
1988,The Wrong Guys,1152786
1988,Aria,1028679
1988,Little Dorrit,1025228
1988,Five Corners,969205
1988,Appointment with Death,960040
1988,Watchers,940173
1988,Julia and Julia,901364
1988,Boyfriends and Girlfriends,824027
1988,Waxwork,808114
1988,Bulletproof,807947
1988,"Sister, Sister",743445
1988,And God Created Woman,717376
1988,Split Decisions,695822
1988,Maniac Cop,671382
1988,Spellbinder,657446
1988,Da,644532
1988,Spike of Bensonhurst,623112
1988,Powaqqatsi,589244
1988,Pound Puppies and the Legend of Big Paw,586938
1988,Buster,540000
1988,The House on Carroll Street,459824
1988,Full Moon in Blue Water,450726
1988,Track 29,429028
1988,Tiger Warsaw,422667
1988,Aloha Summer,418379
1988,Some Girls,401421
1988,The Decline of Western Civilization Part II: The Metal Years,373743
1988,Gandahar,370698
1988,The Family,346730
1988,The Deceivers,346297
1989,Batman,401188924
1989,Indiana Jones and the Last Crusade,197171806
1989,Dead Poets Society,174997852
1989,Lethal Weapon 2,147253986
1989,Look Who's Talking,140088813
1989,"Honey, I Shrunk the Kids",130724172
1989,Back to the Future Part II,118549526
1989,Ghostbusters II,112494738
1989,Driving Miss Daisy,106593296
1989,Parenthood,100047830
1989,When Harry Met Sally...,92823674
1989,The War of the Roses,86888546
1989,The Little Mermaid,84355863
1989,Steel Magnolias,83759091
1989,National Lampoon's Christmas Vacation,71321010
1989,Turner & Hooch,71079915
1989,Born on the Fourth of July,70001698
1989,Uncle Buck,66758538
1989,Field of Dreams,64431625
1989,Tango & Cash,63408614
1989,Harlem Nights,60864870
1989,Sea of Love,58571513
1989,Pet Sematary,57469467
1989,The Abyss,54222310
1989,Star Trek V: The Final Frontier,52210049
1989,Major League,49797148
1989,"See No Evil, Hear No Evil",46908987
1989,Black Rain,46212140
1989,Always,43858790
1989,K-9,43247647
1989,Three Fugitives,40586886
1989,Bill & Ted's Excellent Adventure,40485039
1989,The Karate Kid Part III,38956288
1989,The 'Burbs,36602268
1989,Fletch Lives,35150960
1989,Licence to Kill,34667388
1989,Lean on Me,31906454
1989,The Bear,31753898
1989,Weekend at Bernie's,30218387
1989,Road House,30050265
1989,Peter Pan 1989 Re-release,29445131
1989,The Dream Team,28907090
1989,Do the Right Thing,27545445
1989,All Dogs Go to Heaven,27100027
1989,Glory,26828365
1989,"Sex, Lies, and Videotape",24742089
1989,A Nightmare on Elm Street: The Dream Child,22168359
1989,Dad,22103037
1989,Lock Up,22099847
1989,Cousins,22026369
1989,The Rescuers 1989 Re-release,21215869
1989,Say Anything,20781987
1989,An Innocent Man,20047604
1989,The Fly II,20021322
1989,Skin Deep,19674852
1989,Blaze,19131246
1989,Her Alibi,18699037
1989,Casualties of War,18671317
1989,Prancer,18587135
1989,The Fabulous Baker Boys,18428904
1989,Crimes and Misdemeanors,18254702
1989,Shocker,16554699
1989,Chances Are,16278590
1989,No Holds Barred,16093651
1989,Next of Kin,15942628
1989,Leviathan,15704614
1989,She-Devil,15351421
1989,My Left Foot,14743391
1989,Kickboxer,14697005
1989,Friday the 13th Part VIII: Jason Takes Manhattan,14343976
1989,The Wizard,14278900
1989,Great Balls of Fire!,13741060
1989,Family Business,12195695
1989,Pink Cadillac,12143484
1989,She's Out of Control,12065892
1989,Halloween 5: The Revenge of Michael Myers,11642254
1989,Gross Anatomy,11604598
1989,Police Academy 6: City Under Siege,11567217
1989,Young Einstein,11536599
1989,Who's Harry Crumb?,10982364
1989,New York Stories,10763469
1989,The Package,10647219
1989,We're No Angels,10555348
1989,Cyborg,10166459
1989,Henry V,10161099
1989,Criminal Law,9974446
1989,Tap,9114702
1989,Renegades,9015164
1989,Scandal,8800000
1989,True Believer,8742750
1989,Troop Beverly Hills,8508843
1989,Cheetah,8153677
1989,DeepStar Six,8143225
1989,Dead Bang,8125592
1989,The Adventures of Baron Munchausen,8083123
1989,Dead Calm,7825135
1989,"Enemies, A Love Story",7754571
1989,Disorganized Crime,7723506
1989,Johnny Handsome,7237794
1989,Lawrence of Arabia 1989 Re-release,6986278
1989,Relentless,6985999
1989,Shag,6957975
1989,Roger & Me,6706368
1989,Music Box,6263883
1989,UHF,6157157
1989,Shirley Valentine,6056912
1989,Immediate Family,5932613
1989,Millennium,5777099
1989,Dream a Little Dream,5552441
1989,Second Sight,5368865
1989,Let It Ride,4973285
1989,See You in the Morning,4795009
1989,Drugstore Cowboy,4729352
1989,The January Man,4611062
1989,The Mighty Quinn,4557214
1989,Staying Together,4348025
1989,Listen to Me,4299023
1989,Red Scorpion,4192440
1989,Loverboy,3960327
1989,The Phantom of the Opera,3953745
1989,Earth Girls Are Easy,3916303
1989,A Dry White Season,3766879
1989,Worth Winning,3690328
1989,Old Gringo,3574256
1989,Fat Man and Little Boy,3563162
1989,Physical Evidence,3560932
1989,In Country,3531971
1989,Kinjite: Forbidden Subjects,3416846
1989,Camille Claudel,3331676
1989,Rude Awakening,3169719
1989,Speed Zone,3077361
1989,Fright Night Part 2,2983784
1989,976-EVIL,2955917
1989,The Adventures of Milo and Otis,2948215
1989,Gleaming the Cube,2777280
1989,Farewell to the King,2420917
1989,Gone with the Wind 1989 Re-release,2403316
1989,Chocolat,2317091
1989,Sing,2260616
1989,Scenes from the Class Struggle in Beverly Hills,2156471
1989,Jacknife,2049769
1989,Rooftops,2043889
1989,Winter People,2023282
1989,Erik the Viking,1932642
1989,Communion,1919653
1989,Breaking In,1877618
1989,Cookie,1869417
1989,Miss Firecracker,1852655
1989,Bloodfist,1770082
1989,House III: The Horror Show,1738897
1989,Best of the Best,1700000
1989,How I Got Into College,1642239
1989,Stepfather II: Make Room for Daddy,1519796
1989,The Simpsons: Family Portrait/Beat Dedication/Propagandance/Scaredy Cat!/Rarg/Knick Knack/Pencil Dance/Quinoscopio 2/Umbabarauma/Goodnight Norma... Goodnight Milton.../Tin Toy/25 Ways to Quit Smoking,1487606
1989,True Love,1354268
1989,The Navigator: A Medieval Odyssey,1333379
1989,Romero,1316495
1989,Babar: The Movie,1305187
1989,Apartment Zero,1267578
1989,Little Vera,1262598
1989,Queen of Hearts,1236844
1989,High Hopes,1192322
1989,Murmur of the Heart,1160784
1989,Miracle Mile,1145404
1989,Valmont,1132112
1989,Heathers,1108731
1989,Heart of Dixie,1097333
1989,Wired,1089000
1989,The Music Teacher,1086894
1989,Welcome Home,1029822
1989,Pumpkinhead 1989 Re-release,1000000
1989,Getting It Right,960385
1989,American Ninja 3: Blood Hunt,902152
1989,Parents,870532
1989,Crack House,862551
1989,The Terror Within,858591
1989,Akira,830239
1989,Little Monsters,793775
1989,The Toxic Avenger Part II,792966
1989,For All Mankind,770132
1989,The Girl in a Swing,747013
1989,Vampire's Kiss,725131
1989,"Distant Voices, Still Lives",688329
1989,Wuthering Heights,624643
1989,The Wizard of Oz 1989 Re-release,612300
1989,Eddie and the Cruisers II: Eddie Lives!,536508
1989,"Thelonious Monk: Straight, No Chaser",518918
1989,Slaves of New York,463972
1989,The Rainbow,444055
1989,How to Get Ahead in Advertising,418053
1989,Triumph of the Spirit,408839
1989,The Toxic Avenger Part III: The Last Temptation of Toxie,363561
1989,Night Game,337812
1989,Crusoe,315421
1989,Out Cold,294266
1989,Powwow Highway,283747
1989,Kill Me Again,283694
1989,Heavy Petting,272371
1989,Paperhouse,241278
1989,Weapons of the Spirit,232981
1990,Home Alone,289012363
1990,Ghost,217631670
1990,Dances with Wolves,184208848
1990,Pretty Woman,178464485
1990,Teenage Mutant Ninja Turtles,135267509
1990,The Hunt for Red October,122012643
1990,Total Recall,119394840
1990,Die Hard 2,117542606
1990,Dick Tracy,103738726
1990,Kindergarten Cop,91457688
1990,Back to the Future Part III,87727583
1990,Days of Thunder,87163545
1990,Presumed Innocent,86303188
1990,Another 48 Hrs.,80818974
1990,Three Men and a Little Lady,71609321
1990,Bird on a Wire,70978012
1990,The Godfather Part III,66666062
1990,Flatliners,61489265
1990,Misery,61276872
1990,Edward Scissorhands,56362461
1990,Problem Child,53470891
1990,Arachnophobia,53208180
1990,Awakenings,52096475
1990,Look Who's Talking Too,47789074
1990,Hard to Kill,47410827
1990,Goodfellas,46836797
1990,Marked for Death,46044396
1990,RoboCop 2,45681173
1990,The Jungle Book 1990 Re-release,44645619
1990,Young Guns II,44143410
1990,Gremlins 2: The New Batch,41482207
1990,Rocky V,40946358
1990,Joe Versus the Volcano,39404261
1990,Postcards from the Edge,39071603
1990,Mermaids,35419397
1990,Darkman,33878502
1990,Air America,31053601
1990,Predator 2,30669413
1990,Green Card,29888235
1990,Pacific Heights,29381956
1990,Child's Play 2,28501605
1990,The Rescuers Down Under,27931461
1990,Internal Affairs,27734391
1990,Cadillac Man,27627310
1990,Memphis Belle,27441977
1990,House Party,26385627
1990,Jacob's Ladder,26118851
1990,The Exorcist III,26098824
1990,Fantasia 1990 Re-release,25363371
1990,Navy Seals,25069101
1990,Ernest Goes to Jail,25029569
1990,Ghost Dad,24707633
1990,My Blue Heaven,23591472
1990,The Russia House,22997992
1990,The First Power,22424195
1990,The Rookie,21633874
1990,The Freshman,21460601
1990,The Adventures of Ford Fairlane,21413502
1990,Quigley Down Under,21413105
1990,Madhouse,21036771
1990,Hamlet,20710451
1990,Jetsons: The Movie,20305841
1990,Stella,20240128
1990,Taking Care of Business,20005435
1990,Betsy's Wedding,19740070
1990,DuckTales the Movie: Treasure of the Lost Lamp,18115724
1990,Sibling Rivalry,17854933
1990,White Palace,17487531
1990,The Guardian,17037887
1990,Death Warrant,16853487
1990,Tremors,16667084
1990,Tales from the Darkside: The Movie,16324573
1990,Men at Work,16247964
1990,I Love You to Death,16186793
1990,Mo' Better Blues,16153593
1990,Avalon,15740796
1990,The Bonfire of the Vanities,15691192
1990,Revenge,15645616
1990,Reversal of Fortune,15445131
1990,Mr. Destiny,15379253
1990,Spaced Invaders,15369573
1990,Quick Change,15260154
1990,Fire Birds,14760451
1990,Wild at Heart,14561143
1990,Lord of the Flies,13985225
1990,The Grifters,13446769
1990,Crazy People,13236513
1990,Bad Influence,12626043
1990,Cinema Paradiso,11990401
1990,Graveyard Shift,11582891
1990,Henry & June,11567449
1990,Pump Up the Volume,11541758
1990,Opportunity Knocks,11359129
1990,Q&A,11207891
1990,Wild Orchid,11060485
1990,Nuns on the Run,10959015
1990,Narrow Margin,10873237
1990,The Witches,10360553
1990,The Adventures of Milo and Otis 1990 Re-release,10351534
1990,The Two Jakes,10005969
1990,Miami Blues,9888167
1990,Nightbreed,9469695
1990,Havana,9243140
1990,Ski Patrol,8533973
1990,Cry-Baby,8266343
1990,Blue Steel,8217997
1990,Funny About Love,8141292
1990,"The Cook, the Thief, His Wife & Her Lover",7724701
1990,Mr. & Mrs. Bridge,7698010
1990,Alice,7331647
1990,Almost an Angel,6939946
1990,Delta Force 2: The Colombian Connection,6698361
1990,Flashback,6488114
1990,The Gods Must Be Crazy II,6291444
1990,Men Don't Leave,6070725
1990,Night of the Living Dead,5835247
1990,Cyrano de Bergerac,5820020
1990,Stanley & Iris,5820015
1990,Leatherface: Texas Chainsaw Massacre III,5765562
1990,Hardware,5728953
1990,Loose Cannons,5585154
1990,Miller's Crossing,5080409
1990,The Handmaid's Tale,4960385
1990,The Long Walk Home,4873620
1990,Longtime Companion,4609953
1990,Graffiti Bridge,4562778
1990,Dark Angel,4348368
1990,Lisa,4347648
1990,Lambada,4263112
1990,China Cry: A True Story,4212828
1990,Heart Condition,4134992
1990,Tie Me Up! Tie Me Down!,4087361
1990,Mountains of the Moon,4011793
1990,Short Time,4010647
1990,"Welcome Home, Roxy Carmichael",3989297
1990,The Lemon Sisters,3473905
1990,A Shock to the System,3417056
1990,Metropolitan,2938208
1990,Desperate Hours,2742912
1990,Blind Fury,2692037
1990,"After Dark, My Sweet",2678414
1990,King of New York,2554476
1990,Impulse,2544504
1990,Class of 1999,2459895
1990,Body Chemistry,2415312
1990,Downtown,2346150
1990,White Hunter Black Heart,2319124
1990,The Nasty Girl,2281569
1990,Texasville,2268181
1990,Vincent & Theo,2231274
1990,Def by Temptation,2218579
1990,Eating,2100538
1990,The Sheltering Sky,2075084
1990,The Krays,2060847
1990,Dreams,1963207
1990,State of Grace,1911542
1990,The Forbidden Dance,1823154
1990,Tune in Tomorrow...,1794001
1990,The Nutcracker Prince,1781694
1990,Too Beautiful for You,1776440
1990,Last Exit to Brooklyn,1730005
1990,The Rain Killer,1696066
1990,Brain Dead,1627955
1990,Jesus of Montreal,1601612
1990,May Fools,1576702
1990,The Haunting of Morella,1547867
1990,The Last of the Finest,1531489
1990,Streets,1510053
1990,A Cry in the Wild,1494969
1990,The Field,1494399
1990,Love at Large,1436308
1990,Monsieur Hire,1417030
1990,Courage Mountain,1393610
1990,Repossessed,1382462
1990,Daddy's Dyin'... Who's Got the Will?,1373728
1990,Everybody Wins,1372350
1990,The Fourth War,1305887
1990,The Hot Spot,1293976
1990,Bloodfist II,1292323
1990,This Is Not Frank's Planet/Snowie and the Seven Dorps/Poumse...,1289551
1990,Robot Jox,1272977
1990,Slumber Party Massacre III,1242995
1990,The Icicle Thief,1231622
1990,Vital Signs,1224605
1990,Without You I'm Nothing,1218730
1990,The Boyfriend School,1171762
1990,To Sleep with Anger,1161135
1990,Where the Heart Is,1106475
1990,Hidden Agenda,1030938
1990,Corporate Affairs,1006575
1990,Come See the Paradise,947306
1990,Sweetie,938065
1990,The Blood of Heroes,882290
1990,Angel Town,855810
1990,Waiting for the Light,808690
1990,C'est la vie,805472
1990,Listen Up: The Lives of Quincy Jones,776699
1990,22nd Annual International Tournée of Animation,768304
1990,Strapless,764794
1990,Coupe de Ville,715983
1991,Beauty and the Beast,248802521
1991,Terminator 2: Judgment Day,204843837
1991,Robin Hood: Prince of Thieves,165493908
1991,The Silence of the Lambs,130744604
1991,City Slickers,124033791
1991,Hook,119655099
1991,The Addams Family,113502426
1991,Sleeping with the Enemy,101599005
1991,Father of the Bride,89325780
1991,The Naked Gun 2½: The Smell of Fear,86930411
1991,Fried Green Tomatoes,82418501
1991,Cape Fear,79091969
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813
1991,Backdraft,77868585
1991,Star Trek VI: The Undiscovered Country,74888996
1991,The Prince of Tides,74787599
1991,JFK,70405498
1991,Hot Shots!,69467617
1991,What About Bob?,63707829
1991,One Hundred and One Dalmatians 1991 Re-release,60830285
1991,The Last Boy Scout,59509925
1991,My Girl,59489799
1991,Boyz n the Hood,57504069
1991,Doc Hollywood,54830779
1991,Bugsy,49114016
1991,New Jack City,47624353
1991,The Rocketeer,46704056
1991,Thelma & Louise,45454158
1991,Point Break,43218387
1991,Regarding Henry,43001500
1991,The Fisher King,41895491
1991,Out for Justice,39673161
1991,The Doctor,38120905
1991,Bill & Ted's Bogus Journey,38037931
1991,Dead Again,38016380
1991,Soapdish,36489888
1991,Freddy's Dead: The Final Nightmare,34872033
1991,White Fang,34793160
1991,The Doors,34494884
1991,King Ralph,34002045
1991,Curly Sue,33691313
1991,Dying Young,33669178
1991,Grand Canyon,33243020
1991,Jungle Fever,32482682
1991,Double Impact,30102717
1991,L.A. Story,28862081
1991,Deceived,28738096
1991,Necessary Roughness,26255594
1991,The Hard Way,25895485
1991,Other People's Money,25682090
1991,Don't Tell Mom the Babysitter's Dead,25196249
1991,Problem Child 2,25104700
1991,Little Man Tate,25010896
1991,Class Action,24277858
1991,The People Under the Stairs,24204154
1991,Lionheart,24078196
1991,Oscar,23562716
1991,Frankie and Johnny,22773535
1991,Pure Luck,22641969
1991,An American Tail: Fievel Goes West,22166041
1991,Only the Lonely,21830957
1991,Ricochet,21756163
1991,F/X2,21082165
1991,Mobsters,20246790
1991,House Party 2,19438638
1991,Mortal Thoughts,18784957
1991,Paradise,18634643
1991,For the Boys,17860280
1991,The NeverEnding Story II: The Next Chapter,17373527
1991,Hudson Hawk,17218080
1991,Defending Your Life,16371128
1991,Billy Bathgate,15565363
1991,Highlander II: The Quickening,15556340
1991,Switch,15545943
1991,A Kiss Before Dying,15429177
1991,Shipwrecked,15104156
1991,Toy Soldiers,15073942
1991,Madonna: Truth or Dare,15014326
1991,Child's Play 3,14960255
1991,The Commitments,14919570
1991,Once Around,14851083
1991,All I Want for Christmas,14812144
1991,Not Without My Daughter,14789113
1991,Flight of the Intruder,14587732
